Sample,Latitude,Longtitude,Type of sample,   SiO2  ,   TiO2  ,   Al2O3 ,Fe2O3,   FeO   ,   MnO   ,   MgO   ,   CaO   ,   Na2O  ,   K2O   ,   P2O5  ,   F     ,   SO3,S,   Cl    ,LOI,CO2,Original total,Ba,Co,Cr,Cs,Li,Ni,Rb,Sr,V,Zr
K11-44,52.461,157.9839,Coarse ash,54.46,1.59,14.37,,10.02,0.29,5.1,9,3.3,1.34,0.45,0,0,,0.09,5.58,,94.42,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,54.38,1.64,14.25,,9.87,0.22,5.16,9.19,3.38,1.35,0.47,0.04,0,,0.08,5.96,,94.04,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,53.85,1.63,14.24,,10.77,0.13,5.11,8.92,3.53,1.36,0.39,0.02,0,,0.07,4.82,,95.18,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,54.47,1.64,14.26,,10.19,0.21,5.03,8.78,3.58,1.34,0.41,0.04,0,,0.07,5.52,,94.48,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,53.64,1.96,13.8,,12.3,0.24,4.34,8.32,3.21,1.57,0.5,0.08,0.01,,0.1,2.73,,97.27,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,54.22,1.88,13.65,,12.25,0.27,3.96,8.06,3.5,1.58,0.49,0.13,0,,0.09,2.29,,97.71,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,53.87,1.84,13.61,,12.42,0.25,4.47,8.32,3.15,1.49,0.43,0.12,0,,0.11,2.44,,97.56,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,54.44,1.84,13.66,,11.71,0.18,4.51,8.5,3.1,1.48,0.48,0.02,0.02,,0.08,3.03,,96.97,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,54.11,1.79,14.12,,11.07,0.2,4.62,8.17,3.2,2.07,0.5,0.08,0,,0.12,2.83,,97.17,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,54.13,1.84,14.18,,11.56,0.23,4.22,7.06,3.94,2.29,0.48,0.01,0,,0.09,2.37,,97.63,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,54.57,1.86,13.91,,11.24,0.24,4.36,8.39,3.37,1.45,0.53,0,0.01,,0.11,3.14,,96.86,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,54.05,1.81,14.01,,11.65,0.24,4.42,8.6,3.1,1.49,0.48,0.11,0,,0.1,2.63,,97.37,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,54.17,1.78,14.01,,11.63,0.26,4.47,8.6,3.03,1.47,0.44,0.07,0.01,,0.1,2.29,,97.71,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,53.95,1.84,13.91,,12.03,0.26,4.44,8.38,3.14,1.43,0.47,0.04,0.04,,0.1,2.87,,97.13,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,54.29,1.82,14.09,,11.64,0.18,4.43,8.39,3.18,1.43,0.44,0.05,0.01,,0.08,2.95,,97.05,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,54.46,1.86,13.98,,11.31,0.17,4.61,8.51,3.03,1.53,0.45,0.04,0,,0.1,3.56,,96.44,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,54,1.85,14.1,,11.62,0.25,4.57,7.69,3.23,2,0.53,0.1,0.01,,0.1,2.63,,97.37,,,,,,,,,,
K11-43,52.457,157.9678,Coarse ash,54.2,1.87,13.94,,11.8,0.24,4.54,7.26,3.38,2.2,0.42,0.1,0,,0.11,2.61,,97.39,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,71.38,0.63,14.86,,2.14,0.1,0.5,1.63,4.31,4.22,0.09,0,0.04,,0.15,3.02,,96.98,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,71.31,0.56,14.94,,2.24,0.1,0.47,1.64,4.27,4.22,0.08,0,0.05,,0.14,3.28,,96.72,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,60.31,1.42,15.95,,7.83,0.11,2.31,4.21,4.11,3.22,0.41,0,0.02,,0.13,4.53,,95.47,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,59.75,1.42,16.06,,7.95,0.18,2.73,4.29,3.88,3.14,0.43,0,0.06,,0.13,2.74,,97.26,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,71.4,0.6,14.6,,2.35,0.06,0.55,1.63,4.28,4.33,0.07,0,0.04,,0.11,4.5,,95.5,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,71.27,0.58,14.89,,2.09,0.08,0.46,1.63,4.38,4.41,0.09,0.03,0.05,,0.08,4.87,,95.13,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,71.21,0.56,14.92,,2.22,0.1,0.5,1.66,4.26,4.35,0.09,0,0.06,,0.09,4.64,,95.36,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,71.18,0.58,14.94,,2.31,0.09,0.49,1.68,4.26,4.24,0.1,0,0.05,,0.11,3.54,,96.46,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,71.03,0.57,14.71,,2.38,0.04,0.53,1.73,4.35,4.42,0.08,0,0.03,,0.15,2.3,,97.7,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,71.38,0.58,14.75,,2.17,0.07,0.5,1.66,4.11,4.51,0.08,0.04,0.04,,0.15,2.6,,97.4,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,63.27,1.64,13.98,,7.53,0.14,1.86,3.57,3.85,3.49,0.6,0,0,,0.11,1.93,,98.07,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,63.21,1.59,14.02,,6.85,0.17,1.77,4.25,3.85,3.5,0.66,0.05,0.02,,0.09,1.78,,98.22,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,63.55,1.6,14.07,,7.2,0.18,1.75,3.4,3.93,3.58,0.62,0.04,0.02,,0.11,1.55,,98.45,,,,,,,,,,
K11-42,52.4569,157.9417,Coarse ash,63.13,1.6,14,,7.06,0.22,1.78,4.13,3.88,3.45,0.64,0.03,0.01,,0.12,1.32,,98.68,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,74.88,0.32,13.98,,1.4,0.17,0.31,1.76,4.55,2.45,0.05,0.04,0,,0.13,2.26,,97.74,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,74.56,0.3,14.05,,1.77,0.09,0.3,1.78,4.47,2.41,0.14,0.03,0,,0.13,0.82,,99.18,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,75.31,0.28,13.68,,1.57,0.11,0.31,1.72,4.36,2.44,0.06,0.04,0.03,,0.13,1.22,,98.78,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,75.07,0.29,13.71,,1.72,0.09,0.33,1.69,4.54,2.38,0.06,0.05,0,,0.12,3.49,,96.51,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,74.84,0.28,14,,1.61,0.09,0.33,1.78,4.55,2.35,0.04,0.07,0,,0.12,1.5,,98.5,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,74.75,0.31,14.03,,1.48,0.08,0.38,1.79,4.57,2.44,0.05,0.02,0.01,,0.12,0.9,,99.1,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,75.18,0.3,13.82,,1.51,0.15,0.3,1.68,4.44,2.44,0.06,0.04,0.02,,0.1,1.11,,98.89,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,75.24,0.24,13.86,,1.49,0.05,0.32,1.72,4.48,2.44,0.02,0.03,0,,0.13,1.46,,98.54,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,75.15,0.33,13.81,,1.82,0.12,0.25,1.53,4.3,2.5,0.08,0,0.02,,0.13,1.11,,98.89,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,75.13,0.26,13.84,,1.64,0.08,0.33,1.59,4.35,2.6,0.07,0.02,0,,0.12,0.29,,99.71,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,74.86,0.27,13.84,,1.64,0.1,0.36,1.72,4.7,2.4,0.04,0,0.01,,0.11,1.03,,98.97,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,75.12,0.31,14.09,,1.43,0.11,0.32,1.71,4.36,2.4,0.05,0,0,,0.13,1.34,,98.66,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,76.47,0.18,13.37,,1.35,0.08,0.25,1.36,4.27,2.53,0.02,0,0,,0.14,1.28,,98.72,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,76.35,0.16,13.44,,1.21,0.11,0.21,1.28,4.5,2.56,0.04,0.07,0,,0.12,2.69,,97.31,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,74.76,0.28,14.1,,1.65,0.07,0.33,1.73,4.46,2.46,0.05,0.03,0.01,,0.12,1.14,,98.86,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,75.15,0.27,13.84,,1.54,0.1,0.3,1.68,4.62,2.38,0.02,0,0.01,,0.12,1.29,,98.71,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,74.97,0.28,13.99,,1.54,0.08,0.35,1.76,4.49,2.39,0.04,0.01,0.01,,0.12,1.07,,98.93,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,75.29,0.3,13.74,,1.38,0.06,0.36,1.7,4.53,2.42,0.09,0.03,0.01,,0.12,1.51,,98.49,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,74.93,0.3,13.84,,1.45,0.15,0.34,1.7,4.84,2.35,0,0.03,0.01,,0.11,1.7,,98.3,,,,,,,,,,
86037-14,52.11,157.662,Pumice lapilli,74.38,0.3,14.08,,1.56,0.12,0.38,1.84,4.76,2.42,0.06,0.04,0,,0.12,2.03,,97.97,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.35,0.41,14.61,,3.77,0.16,0.54,2.67,4.96,1.31,0.08,0.01,0.02,,0.15,0.88,,99.12,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.72,0.43,14.82,,3.48,0.18,0.6,2.68,4.56,1.31,0.06,0,0.02,,0.17,1.48,,98.52,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.6,0.44,14.69,,3.41,0.16,0.61,2.72,4.89,1.25,0.1,0.03,0,,0.13,0.44,,99.56,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.24,0.48,14.73,,3.69,0.18,0.59,2.73,4.82,1.31,0.11,0.01,0.01,,0.14,2.25,,97.75,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,70.77,0.49,14.45,,3.97,0.13,0.67,2.93,5.05,1.33,0.05,0.09,0,,0.14,1,,99,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.31,0.46,14.57,,3.88,0.2,0.51,2.77,4.79,1.3,0.11,0,0.01,,0.14,2.16,,97.84,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,61.09,0.92,15.56,,8.24,0.18,2.75,6.3,3.74,0.79,0.23,0.03,0.08,,0.12,1.85,,98.15,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,70.89,0.53,14.76,,3.59,0.1,0.7,3.16,4.79,1.3,0.08,0,0.02,,0.11,1.49,,98.51,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,61.74,0.86,15.34,,7.91,0.29,2.56,6.06,4.1,0.79,0.18,0.07,0.03,,0.13,0.88,,99.12,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.21,0.44,14.93,,3.66,0.13,0.6,2.76,4.78,1.28,0.09,0.02,0.02,,0.12,0.58,,99.42,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.42,0.44,14.82,,3.53,0.12,0.53,2.78,4.86,1.3,0.1,0,0,,0.12,1.15,,98.85,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.23,0.46,14.79,,3.56,0.16,0.53,2.75,4.98,1.27,0.15,0.02,0.02,,0.12,1.24,,98.76,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.44,0.48,14.64,,3.84,0.17,0.51,2.62,4.79,1.31,0.08,0,0.01,,0.14,0.64,,99.36,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.54,0.41,14.36,,3.32,0.19,0.56,2.96,5.1,1.32,0.08,0.01,0.03,,0.16,1.45,,98.55,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.78,0.44,14.48,,3.57,0.09,0.58,2.76,4.8,1.29,0.08,0,0,,0.15,0.94,,99.06,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,62.46,0.86,15.61,,7.76,0.28,2.63,5.73,3.45,0.82,0.24,0.02,0.07,,0.12,1.72,,98.28,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,70.94,0.45,14.59,,4.03,0.17,0.67,2.83,4.79,1.3,0.09,0.04,0.02,,0.13,0.74,,99.26,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.95,0.41,14.64,,3.39,0.13,0.53,2.56,4.87,1.3,0.1,0.01,0.02,,0.14,0.76,,99.24,,,,,,,,,,
8889-3_white,51.807,157.493,Pumice lapilli,71.91,0.42,14.51,,3.45,0.17,0.51,2.62,4.86,1.3,0.13,0.01,0.02,,0.13,0.84,,99.16,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,69.91,0.53,14.96,,4.14,0.1,0.95,3.34,4.63,1.24,0.12,0,0.01,,0.1,0.66,,99.34,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,63.16,0.89,15.81,,6.7,0.2,2.28,5.46,4.22,0.92,0.22,0.05,0.03,,0.12,1.27,,98.73,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,69.77,0.52,14.85,,4.38,0.16,0.94,3.2,4.73,1.22,0.09,0,0.03,,0.12,0.76,,99.24,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,65.3,0.75,15.46,,5.97,0.15,1.65,4.81,4.62,0.98,0.15,0.11,0.03,,0.08,0.78,,99.22,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,67.58,0.64,15.01,,5.17,0.16,1.32,4.06,4.69,1.15,0.07,0.03,0.03,,0.12,0.49,,99.51,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,59.21,1.02,16.3,,9.1,0.29,3.03,6.82,3.1,0.67,0.26,0.01,0.12,,0.11,1.24,,98.76,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,61.67,0.91,15.87,,7.69,0.3,2.59,6.05,3.67,0.76,0.25,0.1,0.09,,0.11,0.91,,99.09,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,68.94,0.56,14.72,,4.17,0.14,1.06,4.05,4.95,1.17,0.1,0.01,0.02,,0.14,0.91,,99.09,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,62.58,0.85,15.84,,7.24,0.16,2.29,5.5,4.22,0.94,0.21,0.1,0.04,,0.08,0.76,,99.24,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,66.35,0.77,15.66,,4.93,0.2,1.55,4.34,4.74,1.14,0.22,0.05,0.03,,0.05,0.81,,99.19,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,69.71,0.56,14.85,,3.98,0.16,0.95,3.45,4.92,1.23,0.13,0,0,,0.06,0.89,,99.11,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,61.89,0.89,15.83,,7.61,0.22,2.39,5.73,4.3,0.83,0.19,0.03,0.01,,0.12,0.93,,99.07,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,70.58,0.48,14.88,,3.86,0.15,0.78,3.12,4.65,1.29,0.11,0.05,0,,0.09,1.59,,98.41,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,68.18,0.61,14.91,,5.05,0.11,1.38,3.99,4.4,1.17,0.1,0,0.01,,0.12,1.07,,98.93,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,72.11,0.4,14.69,,3.32,0.14,0.5,2.59,4.77,1.31,0.05,0.03,0.02,,0.11,1.26,,98.74,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,71.17,0.5,14.61,,4.11,0.14,0.6,2.73,4.67,1.29,0.08,0.05,0,,0.09,0.36,,99.64,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,71.94,0.44,14.53,,3.52,0.13,0.52,2.46,4.92,1.35,0.11,0,0,,0.11,0,,100.15,,,,,,,,,,
8889-3_black,51.807,157.493,Pumice lapilli,72.12,0.41,14.73,,3.07,0.11,0.51,2.58,4.95,1.31,0.11,0,0,,0.12,1.69,,98.31,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,59.43,0.95,15.9,,9.06,0.31,3.09,6.96,3.1,0.68,0.3,0.05,0.11,,0.1,1.36,,98.64,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,61.29,0.92,15.56,,7.67,0.2,2.61,6.32,4.27,0.76,0.22,0.09,0.05,,0.1,1.74,,98.26,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,63.72,0.82,15.5,,6.37,0.21,2.08,5.27,4.68,0.92,0.23,0.1,0.07,,0.09,0.55,,99.45,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,65,0.72,15.27,,6.14,0.17,1.88,4.73,4.78,1.03,0.16,0,0.02,,0.11,0.29,,99.71,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,62.77,0.86,15.56,,7.34,0.23,2.47,5.88,3.74,0.84,0.2,0.02,0.03,,0.1,1.57,,98.43,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,61.75,0.85,15.23,,7.67,0.16,2.55,6.16,4.39,0.8,0.25,0.05,0.05,,0.12,1.46,,98.54,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,64.62,0.77,15.4,,6.92,0.22,2.13,5.03,3.67,0.94,0.18,0,0.03,,0.13,1.2,,98.8,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,58.68,0.95,15.6,,9.03,0.25,3.05,7.09,4.21,0.68,0.23,0.06,0.13,,0.08,0.25,,99.75,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,70.5,0.44,14.39,,3.96,0.15,0.74,3.26,5,1.26,0.08,0.13,0.03,,0.14,0.46,,99.54,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,60.45,0.93,15.98,,8.21,0.17,3,6.56,3.55,0.74,0.22,0.05,0.07,,0.09,0.95,,99.05,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,65.25,0.71,15.17,,6.27,0.19,1.75,4.82,4.56,0.96,0.16,0.06,0.03,,0.12,0,,100.1,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,62.34,0.86,15.71,,7.35,0.17,2.34,6.22,4.11,0.58,0.17,0.03,0.05,,0.1,0.56,,99.44,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,63.36,0.77,15.8,,6.79,0.13,1.95,5.71,4.43,0.8,0.11,0.04,0.03,,0.11,0.68,,99.32,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,71.37,0.43,14.69,,3.64,0.16,0.55,2.65,4.91,1.31,0.12,0.08,0.02,,0.14,0,,100.06,,,,,,,,,,
8889-3_gray,51.807,157.493,Pumice lapilli,60.81,0.88,15.63,,8.17,0.17,2.69,6.28,4.27,0.75,0.22,0,0.04,,0.12,0.48,,99.52,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,72.79,0.44,14.36,,2.82,0.14,0.53,2.39,5,1.35,0.08,0,0.01,,0.13,2.35,,97.65,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,70.62,0.79,14.03,,4.68,0.08,0.53,2.67,4.96,1.24,0.2,0.02,0.04,,0.18,1.33,,98.67,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,69.79,0.7,14.95,,4.03,0.12,0.82,3.02,4.91,1.28,0.2,0.04,0,,0.19,1.09,,98.91,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,73.53,0.41,14.18,,2.59,0.2,0.53,2.31,4.78,1.34,0.02,0.01,0,,0.14,0.91,,99.09,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,73.45,0.42,14.26,,2.5,0.16,0.54,2.22,4.89,1.33,0.07,0.08,0.01,,0.14,1.28,,98.72,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,73.53,0.41,14.14,,2.65,0.17,0.5,2.32,4.73,1.37,0.07,0.02,0,,0.13,1.45,,98.55,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,73.31,0.41,14.35,,2.83,0.09,0.49,2.29,4.69,1.36,0.06,0,0,,0.16,0.57,,99.43,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,73.37,0.44,14.12,,2.82,0.12,0.54,2.38,4.65,1.39,0.06,0,0.02,,0.14,5.81,,94.19,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,73.05,0.46,14.26,,2.71,0.18,0.5,2.28,5.07,1.34,0.01,0.07,0,,0.14,1.54,,98.46,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,72.93,0.4,14.87,,2.48,0.09,0.48,2.22,4.99,1.38,0.05,0,0,,0.13,2.41,,97.59,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,73.26,0.41,14.3,,2.84,0.12,0.5,2.22,4.78,1.38,0.06,0,0,,0.17,1.38,,98.62,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,73.45,0.41,14.01,,2.66,0.19,0.49,2.21,5.01,1.37,0.07,0.01,0,,0.16,0.72,,99.28,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,73.19,0.39,14.3,,2.8,0.16,0.55,2.43,4.64,1.31,0.11,0,0,,0.14,1.3,,98.7,,,,,,,,,,
K11-29_white,52.4722,157.986,Pumice lapilli,73.32,0.41,14.09,,2.41,0.21,0.5,2.28,5.26,1.32,0.07,0.04,0.01,,0.14,0.97,,99.03,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,74.15,0.38,14.15,,2.23,0.09,0.38,2.11,4.85,1.43,0.06,0.08,0,,0.16,0.91,,99.09,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,72.27,0.34,15.43,,2.06,0.14,0.32,2.64,5.47,1.19,0.01,0.01,0.02,,0.13,2.27,,97.73,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,73.98,0.4,14.06,,2.4,0.11,0.43,2.15,4.83,1.45,0.07,0,0,,0.16,1.96,,98.04,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,73.19,0.45,14.33,,2.55,0.07,0.47,2.18,5.23,1.36,0.06,0,0,,0.13,1.27,,98.73,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,74.37,0.37,14.03,,2.24,0.11,0.4,2.09,4.79,1.4,0.04,0.01,0.01,,0.17,2.47,,97.53,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,73.55,0.4,14.02,,2.44,0.14,0.43,2.17,5.18,1.42,0.05,0.13,0,,0.15,1.27,,98.73,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,73.8,0.45,14.11,,2.53,0.12,0.34,2.05,4.94,1.47,0.08,0.01,0.01,,0.15,1.18,,98.82,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,74.92,0.37,14.03,,1.84,0.07,0.26,1.89,4.89,1.5,0.04,0.08,0.02,,0.16,1.41,,98.59,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,74.16,0.36,14.15,,2.29,0,0.38,2.09,5.04,1.36,0.03,0.02,0.01,,0.16,1.63,,98.37,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,74.16,0.39,14.07,,2.13,0.06,0.41,2.11,5.04,1.39,0.08,0.05,0,,0.16,1.35,,98.65,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,74.74,0.38,14.11,,1.53,0.14,0.22,2.47,5.12,1.13,0.08,0,0,,0.1,2.07,,97.93,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,74.03,0.4,14.06,,2.37,0.18,0.34,2,5.01,1.41,0.05,0,0.01,,0.14,1.19,,98.81,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,71.66,0.45,14.61,,3.64,0.12,0.53,2.68,4.78,1.26,0.14,0,0,,0.16,0.76,,99.24,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,71.03,0.44,14.6,,3.89,0.24,0.67,2.83,4.77,1.29,0.1,0.05,0.01,,0.15,0.1,,99.9,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,71.3,0.46,14.63,,3.81,0.13,0.61,2.84,4.65,1.26,0.15,0.07,0.02,,0.13,0.6,,99.4,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,74.45,0.38,14.16,,2.27,0.16,0.27,1.81,4.8,1.48,0.09,0.01,0,,0.16,1.2,,98.8,,,,,,,,,,
K11-29_gray,52.4722,157.986,Pumice lapilli,72.76,0.28,15.44,,1.87,0.04,0.19,2.65,5.49,1.15,0.03,0,0,,0.1,0.92,,99.08,,,,,,,,,,
01529-10,52.6225,157.5248,Pumice lapilli,64.13,0.64,16.68,,5.22,0.1,1.39,5.55,5.17,0.88,0.09,0.08,0.04,,0.1,0.72,,99.28,,,,,,,,,,
01529-10,52.6225,157.5248,Pumice lapilli,71.08,0.46,14.69,,3.41,0.16,0.6,2.94,5.14,1.32,0.06,0,0.01,,0.17,1.4,,98.6,,,,,,,,,,
01529-10,52.6225,157.5248,Pumice lapilli,69.6,0.49,14.37,,4.07,0.16,1.07,3.63,5.2,1.21,0.09,0,0.01,,0.14,1.2,,98.8,,,,,,,,,,
01529-10,52.6225,157.5248,Pumice lapilli,70.81,0.43,14.65,,3.52,0.22,0.7,3.17,4.96,1.26,0.12,0.01,0.04,,0.16,1.42,,98.58,,,,,,,,,,
01529-10,52.6225,157.5248,Pumice lapilli,69.54,0.53,14.87,,4.09,0.24,0.94,3.45,4.87,1.21,0.12,0,0.03,,0.15,2.38,,97.62,,,,,,,,,,
01529-10,52.6225,157.5248,Pumice lapilli,69.44,0.55,14.72,,4.24,0.13,0.99,3.55,4.88,1.25,0.1,0.01,0.02,,0.15,2.04,,97.96,,,,,,,,,,
01529-10,52.6225,157.5248,Pumice lapilli,68.82,0.59,14.51,,4.85,0.19,1.09,3.43,5,1.24,0.12,0.06,0.02,,0.15,0.8,,99.2,,,,,,,,,,
01529-10,52.6225,157.5248,Pumice lapilli,70.33,0.51,14.46,,3.86,0.25,0.78,3.1,5.25,1.25,0.11,0,0,,0.15,1.29,,98.71,,,,,,,,,,
01529-10,52.6225,157.5248,Pumice lapilli,69.64,0.51,14.78,,3.9,0.14,0.87,3.48,5.2,1.22,0.14,0,0.01,,0.14,0.43,,99.57,,,,,,,,,,
01529-10,52.6225,157.5248,Pumice lapilli,69.71,0.5,14.75,,3.99,0.15,0.87,3.47,5.1,1.24,0.12,0.01,0,,0.14,0,,100.15,,,,,,,,,,
