Sample,Latitude,Longitude,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,CO2,SO3,S,F ,Cl,LOI,Ba,Co,Cr,Cs,Li,Ni,Rb,Sr,V,Zr
beh-2/40,20.2137,82.2032,40.24,0.97,4.57,,7.91,0.19,19.49,6.62,0.58,2,0.61,,0.34,,0.08,0.004,15.61,1030,57,1140,,,1076,86,609,75,188
3,18.3,72.88,40.24,4.82,8.46,8.87,6.53,0.39,10.05,11.02,1.19,2.34,0.83,,,,,,,2650,125,40,,,460,55,980,375,
5,12.7,76.29,40.25,0.33,5.2,5.18,0.3,0.11,31.42,3.61,0.92,0.07,1.76,,,,,,10.55,,,,,,,,,,
deb 3/90,20.2137,82.2032,40.29,1.29,4.79,7.85,,0.13,23.24,6.04,0.6,3.02,0.94,,0.15,,0.2,0.01,10.5,2299,57.9,1267,,11.9,902,163.4,1016.5,50,281
deb-3/90,20.21366667,82.20316667,40.29,1.29,4.79,7.85,,0.13,23.24,6.04,0.6,3.02,0.94,,0.15,,,,10.5,2299,57.9,1267,,11.9,902,157,986,50,281
deb-3a/90,20.2137,82.2032,40.29,1.29,4.79,7.85,,0.13,23.24,6.04,0.6,3.02,0.94,,,,,,10.5,2350,65,1267,,,1000,161.9,1033,50,259
beh-3/90,20.2137,82.2032,40.29,1.29,4.79,,7.85,0.13,23.24,6.04,0.6,3.02,0.94,,0.15,,0.2,0.004,10.5,2350,65,1267,,,1000,154,1019,50,259
102/436,22.06,74.08,40.31,0.83,16.55,1.29,4.8,0.86,4.1,13.58,2.88,2.88,0.19,8.9,,,,,,,,,,,,,,,
15,22,74.08,40.31,1.21,6.04,6.99,1.36,0.23,3.16,20.99,,5.04,3.67,9.09,,,,,,,,,,,,,,,
bgs-8,25.04333333,79.18333333,40.33,0.65,10.8,7.46,,0.11,23.55,14.38,0.86,0.15,0.08,,,,,,1.82,216.44,96,3110,0.82,,536,7.96,123.56,2021.81,9.91
dhr-10-119,13.0611,76.4455,40.37,0.08,1.91,13.89,,0,43.66,0.08,,,0.01,,,,,,22.4,1.96,100.83,12868,0.02,,1226,0.41,0.89,71.13,0.14
b,23.27,69.67,40.39,3.63,7.94,4.39,8.25,0.17,15.27,10.93,3.28,0.99,0.99,0.2,,,,,,1783,69,535,2.64,6.69,464,40,839,241,290
t5,24.4,73.5,40.4,0.05,2.2,,6.13,0.07,37.1,0.03,,,,,,,,,11.88,,96,5,,,2246,,,50,
t6,24.4,73.5,40.5,0.03,2.4,,6.29,0.05,38.6,0.07,,,,,,,,,12.42,,104,4678,,,1963,,,53,
t4,24.4,73.5,40.5,0.04,2.4,,3.5,0.06,38.5,,,,,,,,,,12.41,,58,1289,,,1862,,,42,
t7,24.4,73.5,40.5,0.05,1.9,,5.8,0.07,39.6,0.01,,,,,,,,,12.47,,89,4742,,,2060,,,46,
p3l2,15,77.275,40.5,0.14,0.81,,7.66,0.11,45.1,0.67,0.08,0.24,0.07,,,,,,3.54,,,,,,,,,,
ba-13,13.6954,75.6381,40.5,0.21,12.42,11.98,,0.13,29.18,3.43,0.07,0.01,0.02,,,,,,2.14,1.2,59,1390,0.04,,510,0.3,27.1,163,
grv22,24.4,73.5,40.5,1.87,12.8,,13.9,0.17,11,14.31,1.98,0.23,0.21,,,,,,1.68,,,630,,,370,,,200,156
ftp-13,14.5292,77.3083,40.52,1.25,4.42,8.87,,0.14,27.83,7.87,0.41,0.69,0.43,,,,,,7.59,845,76,1150,,,1050,71,847,95,119
54,25.86666667,73.41666667,40.53,3.47,14.83,11.95,,0.15,2.63,9.9,2.96,2.23,0.84,,0.05,,,,9.81,275,38.9,181,19.8,,58.2,162,154,238,332
54,25.825,73.35,40.53,3.47,14.83,11.95,,0.15,2.63,9.9,2.96,2.23,0.84,,0.05,,,,9.81,275,38.9,181,19.8,,58.2,162,154,238,332
cc-5,14.5189,77.6358,40.57,2.07,1.53,6.87,,0.14,26.44,14.62,0.07,0.6,1.06,,,1.54,,,,1326.86,80.48,887.53,2.67,,470.7,76.02,715.36,159.48,308.86
2801-1c,10.89066667,78.38133333,40.57,3.14,12.17,26,,0.41,2.3,8.55,1.56,3.16,0.79,,,,,,,1690,51,60,,,50,142,41,81,2950
ck-21,23.25,69.5,40.57,3.46,13.13,,14.6,0.2,11.53,10.02,2.86,1.36,0.44,,,,,,1.93,,,,,,,,,,
ck-24,23.25,69.5,40.58,2.84,12.12,,15.26,0.22,12.36,11.62,2.31,1.07,0.47,,,,,,3.09,,,,,,,,,,
894,16.07333333,79.92666667,40.59,4.28,12.08,15.98,,0.2,6.85,10.79,3.04,3.12,1.79,,0.07,,,,,2776,45,118,0.92,,61,83,1077,182,191
894,16.08,79.92,40.59,4.28,12.08,15.98,,0.2,6.85,10.79,3.04,3.12,1.79,,0.07,,,,,2776,45,118,0.92,,61,83,1077,182,191
ph23,24.4,73.5,40.6,0.03,1.4,,6.94,0.06,36.8,0.35,,,,,,,,,15.67,,105,1954,,,2135,,,41,
ph26,24.4,73.5,40.6,0.14,2.2,,9.5,0.06,36.3,0.01,,,,,,,,,13.19,,141,4639,,,2912,,,55,
b32,25.04333333,79.18333333,40.61,1.1,10.01,10.25,,0.16,24.75,6.85,2.12,0.44,0.12,,,,,,3.6,57.36,53.71,359.38,11.11,,197.73,19.1,10.69,199.41,18.72
plh3,18.9,72.85,40.65,1.33,15.38,5.81,2.4,0.15,1.92,25.15,0.18,0.03,0.53,2.39,,,,,,81,19,28,,,,1.3,68,440,83
14,22,74.08,40.66,,3.78,4.25,1.2,,3.62,24.53,3.07,1.27,0.33,15.21,,,,,,,,,,,,,,,
beh-3/79,20.2137,82.2032,40.69,1.09,4.79,,7.06,0.11,23.46,5.85,0.69,1.67,0.36,,0.1,,0.21,0.003,13.17,1275,62,1277,,,968,82,898,58,208
atk4/1,14.5292,77.3083,40.69,1.75,6.02,7.18,,0.13,18.57,11.27,0.18,1.48,0.42,,,,,,10.58,1925,54,950,,,700,120,737,102,258
g584,22,74.08,40.74,1.29,11.62,10.26,,0.27,0.47,13.77,1.47,,0.76,11.84,,,,,1.69,1952,0,0,,,0,94,1141,311,527
r-1040,13.9958,76.2789,40.75,0.15,3.68,9.47,,0.22,33.66,0.76,,,0,,,,,,11.52,0,,,,,,,,,
sa- 21,11.22969444,78.47666667,40.78,0.1,30.45,1.68,,0.03,6.47,19.3,1.15,0.04,0,,,,,,1.98,17.7,25.36,28.65,0.02,,38.36,0.45,156.99,260.51,3.23
nk-8c,16.7675,77.4856,40.78,4.02,3.07,9.94,,0.14,23.16,12.96,0.09,0.98,0.9,,,1.85,,,,1177.23,95.84,855.23,12.63,,361.83,104.14,554.51,197.58,290.66
sa- 15,11.22969444,78.47666667,40.79,0.08,29.72,1.28,,0.02,5.02,19.86,1.18,0.04,0.01,,,,,,2.17,27.59,19.04,35.25,0.02,,36.47,0.44,191.61,84.5,5.21
t1,24.4,73.5,40.8,0.03,1.6,,3.01,0.05,39.2,0.08,,,,,,,,,12.93,,56,650,,,2344,,,28,
sa- 22,11.22969444,78.47666667,40.8,0.07,30.54,1.72,,0.03,6.92,18.51,1.35,0.05,0,,,,,,1.39,15.19,28.5,27.67,0.02,,43.44,0.41,161.72,135.46,3.16
367/b,22.05,74.025,40.8,2.89,9.1,2.6,7.64,0.93,9,15.45,1.44,2.78,0.18,4.38,,,,,2.13,1960,,,,,155,70,800,,240
sa- 20,11.22969444,78.47666667,40.81,0.09,30.72,1.55,,0.02,6.06,19.5,1.21,0.04,0,,,,,,1.68,17.5,25.63,32.89,0.02,,41.47,0.4,166.18,127.63,3.8
sa- 11,11.22969444,78.47666667,40.84,0.05,31.39,1.11,,0.02,4.14,19.5,0.91,0.04,0,,,,,,2.28,31.13,18.87,35.97,0.03,,33.32,0.74,149.99,38.43,12.23
kb/11/83,23,70,40.84,2.79,13.23,,12.66,,14.42,12.02,2.09,0.86,0.48,,,,,,,,,,,,,,,,
rs337b-38,24.75,72.75,40.84,4.1,14.69,17.14,,0.23,6.52,6.73,1.08,5.44,1.15,,,,,,1.6,,,,,,,,,,
sa- 23,11.22969444,78.47666667,40.86,0.07,29.62,1.79,,0.03,6.09,19.13,1.36,0.05,0,,,,,,2.41,22.95,32.22,27.3,0.02,,41.53,0.48,177.36,204.73,4.16
2801-1b,10.89066667,78.38133333,40.88,3.17,12.34,26.44,,0.41,2.22,8.65,1.36,3.19,0.79,,,,,,,2260,36,60,,,50,104,41,103,4220
rg3,18.3,72.88,40.89,2.21,10.04,12.22,,0.24,10.12,12.67,2.82,1.97,0.73,,,,,,6.34,1077,59,333,22,,115,61,1489,272,195
t2,24.4,73.5,40.9,0.01,1.9,,5.27,0.08,36.3,0.04,,,,,,,,,11.93,,91,2370,,,1883,,,37,
t3,24.4,73.5,40.9,0.05,2,,5.7,0.08,39.5,0.53,,,,,,,,,12.6,,99,2610,,,1650,,,45,
1,22.045,74.125,40.9,0.31,15.02,4.49,7.72,,11.55,12.9,1.84,1.02,,2.25,,,,,,,,,,,,,,,
95-bhuj-016,23.2,69.9,40.9,2.64,11.5,13.4,,0.22,13.4,12.1,3.16,0.91,0.77,,,,0.02,,0.97,,,995,,,332,32.3,846.5,,112
vs-1,16.81305556,80.14861111,40.9,4.2,6.54,14.9,,0.18,15.9,9.93,0.14,0.29,0.56,,,,,,6.25,308,75.5,460,0.65,,385,20.9,902,218,818
vs-1,16.8131,80.1486,40.9,4.2,6.54,14.9,,0.18,15.9,9.93,0.14,0.29,0.56,,,,,,6.25,308,75.5,460,0.65,,385,20.9,902,218,818
95-mun-034,24.83,72.55,40.9,5.81,11.91,15.38,,0.23,7.9,12.55,2.98,1.72,0.71,,,,0.03,0.05,1.25,,,264,,,92,48.9,920.95,,371
bgs-7,25.04333333,79.18333333,40.91,0.43,8.13,7.18,,0.58,23.53,14.44,0.39,1.46,0.09,,,,,,2.8,512.562048,165.0697208,8893.919056,2.340573613,,2535.812954,145.1045282,159.0480659,973.7373489,25.87583432
sa- 9,11.22969444,78.47666667,40.94,0.08,30.87,1.17,,0.02,6.79,19.37,0.74,0.03,0,,,,,,1.71,30.21,26.4,153.55,0.02,,56.38,0.48,183.39,168.51,3.16
li-9,13.6954,75.6381,40.94,0.36,12.78,10.55,,0.12,28.75,3.8,0.16,0.02,0.03,,,,,,3.1,5.9,66,1643,0.03,,519,0.4,18.5,187,18
jg-43,19.75,83.20833333,40.94,5.19,9.31,3.07,24.54,0.49,5.27,5.7,1.87,0.28,2.03,,,,,,,237,31,111,,,6,12,108,346,507
deb 4/58,20.2137,82.2032,40.97,1.05,4.48,7.81,,0.13,25.5,4.87,0.57,2.04,0.5,,0.04,,0.13,0.01,10.42,6480,66.7,1160,,11,1217,203.4,873.3,38,235
deb-4/58,20.21366667,82.20316667,40.97,1.05,4.48,7.81,,0.13,25.5,4.87,0.57,2.04,0.5,,0.04,,,,10.42,6480,66.7,1160,,11,1217,196,847,38,235
deb-4/58,20.2137,82.2032,40.97,1.05,4.48,7.81,,0.13,25.5,4.87,0.57,2.04,0.5,,,,,,10.42,6831,63,1160,,,1253,194.9,881.8,38,205
beh-4/58,20.2137,82.2032,40.97,1.05,4.48,,7.81,0.13,23.5,4.87,0.57,2.04,0.5,,0.04,,0.13,0.003,10.42,6831,63,1160,,,1253,179,864,38,205
ftp-12,14.5292,77.3083,41.03,1.17,4.19,9.09,,0.14,28.91,7.08,0.41,0.88,0.39,,,,,,7.31,1134,79,1150,,,1130,90,593,106,114
rm320,15.125,76.7,41.06,0.31,6.18,14.96,,0.19,28.72,4.87,0.18,0.05,0.01,,,,,,3.8,9.52,84.22,2343,0.18,,1196,1.16,38.44,635,6.81
sa- 28,11.22969444,78.47666667,41.07,0.07,30.52,0.92,,0.01,4.22,19.76,1.39,0.04,0,,,,,,2.96,21.93,14.24,32.57,0.02,,30.83,0.38,245.34,140.76,5.5
beh-5/92,20.2137,82.2032,41.08,0.95,4.69,,6.72,0.11,21.9,6.29,0.78,1.32,0.32,,0.19,,0.12,0.003,14.71,1173,51,1119,,,996,47,906,79,195
n,23.27,69.67,41.08,2.59,11.25,3.72,8.61,0.18,13.97,11.52,2.83,1.05,0.55,0.14,,,,,,528,67,722,0.52,5.52,357,40,705,293,213
rs339a-38,24.75,72.75,41.11,2.73,15.24,13.56,,0.2,6.77,7.34,1.51,5.96,0.81,,,,,,5.3,,,,,,,,,,
rm144,14.91,77.375,41.12,6,7.73,13.57,,0.3,6.92,20.95,0.55,0.03,0.05,,,,,,,0.05,44,136,0.2,,,2.4,73,111,2.7
deb 1/25,20.2137,82.2032,41.14,1.13,4.8,7.82,,0.12,26.67,5.1,0.62,1.96,0.29,,0.11,,0.15,0.01,9.14,2177,64.9,1397,,12.9,1075,151.65,787.75,60,265
deb-1/25,20.21366667,82.20316667,41.14,1.13,4.8,7.82,,0.12,26.67,5.1,0.62,1.96,0.29,,0.11,,,,9.14,2177,64.9,1397,,12.9,1075,153,767,60,265
deb-1/25,20.2137,82.2032,41.14,1.13,4.8,7.82,,0.12,26.67,5.1,0.62,1.96,0.29,,,,,,9.14,2241,65,1397,,,1185,146.65,794.75,60,211
beh-1/25,20.2137,82.2032,41.14,1.13,4.8,,7.82,0.12,26.67,5.1,0.62,1.96,0.29,,0.11,,0.13,0.005,9.14,2241,65,1397,,,1185,143,781,60,211
sa- 25,11.22969444,78.47666667,41.17,0.09,29.99,1.25,,0.02,4.44,19.86,1.13,0.04,0,,,,,,2.1,14.02,21.08,23.85,0.02,,36.26,0.49,175.55,71.37,4.37
jyp-5,16.86055556,80.735,41.2,1.64,10.54,15.94,,0.24,14.87,7.29,0.22,1.31,2.03,,,,,,5.44,69.56,61.1,1062.2,0.17,,402.13,55.25,382.98,254.89,860.85
jyp-5,16.8606,80.1264,41.2,1.64,10.54,15.94,,0.24,14.87,7.29,0.22,1.31,2.03,,,,,,5.44,69.56,61.1,1062.2,0.17,,402.13,55.25,382.98,254.89,860.85
nk-1a,16.7675,77.4856,41.21,3.94,3.39,10.21,,0.13,26.5,9.32,0.06,1.3,0.62,,,0.95,,,,1311.91,95.62,828.65,3.24,,398.46,105.86,193.64,245.74,259.84
95-mun-028,24.83,72.55,41.21,5.6,12.63,13.79,,0.25,8.32,11.12,3.89,2.2,1.1,,,,0.1,0.11,0.46,,,551,,,113,66.3,1635,,524
sa-8,11.22969444,78.47666667,41.22,0.07,30.62,1.83,,0.04,6.53,18.88,0.79,0.03,0,,,,,,1.59,31.15,26.13,24.88,0.02,,41.82,0.44,131.49,75.89,3.5
atk4/3,14.5292,77.3083,41.23,1.77,6.05,7.24,,0.13,18.91,11.09,0.17,1.51,0.42,,,,,,10.68,1999,52,930,,,700,120,722,103,264
sa- 19,11.22969444,78.47666667,41.24,0.06,31.02,1.3,,0.02,5.57,19.42,1.32,0.04,0,,,,,,1.47,16.92,25.67,20.75,0.02,,37.63,0.42,181.22,52.32,3.61
atk4/2,14.5292,77.3083,41.26,1.67,5.91,7.05,,0.13,17.94,11.82,0.2,1.47,0.46,,,,,,10.27,1812,50,940,,,640,117,811,116,270
r275a-32,24.75,72.75,41.26,2.68,15.09,14.26,,0.21,6.42,7.57,1.48,6,0.52,,,,,,4.18,,,,,,,,,,
1,18.3,72.88,41.26,4.08,9.31,8.27,6.92,0.24,9.1,10.74,2.42,1.93,0.86,,,,,,,1080,40,35,,,90,40,1020,260,
rkv103,15.875,79.875,41.27,1.66,12.12,8.41,,0.16,17.83,12.07,1.94,2.36,0.57,,,,,,1.6,1270,55.4,922,,,279,37.6,870,387,246
rs327b-37,24.75,72.75,41.28,3.36,15.77,16.94,,0.23,6.36,9.73,1.57,2.97,1.13,,,,,,1.12,,,,,,,,,,
beh-5/106,20.2137,82.2032,41.3,1.27,4.61,,8.26,0.14,27.01,5.58,0.81,1.76,0.35,,0.03,,0.13,0.002,7.68,2168,78,1578,,,1200,136,892,54,244
56,25.86666667,73.41666667,41.3,2.9,14.7,14.49,,0.2,7.08,5.48,3.02,0.81,0.58,,0.17,,,,8.51,112,44.9,161,7.22,,72.5,70,118,198,279
56,25.825,73.35,41.3,2.9,14.7,14.49,,0.2,7.08,5.48,3.02,0.81,0.58,,0.17,,,,8.51,112,44.9,161,7.22,,72.5,70,118,198,279
rm315,15.125,76.7,41.32,0.75,7.43,16.43,,0.15,28.57,0.13,0.07,0.02,0.05,,,,,,4.8,27.89,91.64,677,0.13,,432,0.39,14.71,387,8.02
p-13a,15.05,77.4,41.32,4.56,2.61,12.17,,0.15,25.65,7.13,0.1,2.7,1.01,,,1.58,,,,1390.55,94.85,760.42,2.72,,384,174.34,495.58,285.72,501.29
bs-1,13.3,76.7,41.34,0.2,2.92,8.15,,0.1,41.94,2.03,0.02,0.01,0.02,,,,,,4.62,4.9,,1847,,,2332,1.2,10,110,8.1
nh-2,13.125,76.415,41.34,0.24,5.04,10.69,,0.08,34.95,3.07,0.07,0.01,0.01,,,,,,5.02,8,,,,,1652,2,12,217,10
r-976,13.9958,76.2789,41.38,0.15,3.51,10.2,,0.14,33.47,0.8,,,0.12,,,,,,7.67,0,,,,,,,,,
7,13.98,76.3,41.4,0.29,3.21,8.76,3.1,0.16,31.87,0.87,0.3,0.1,0.15,,,,,,,,112,837,,,1220,,,27,
grv25,24.4,73.5,41.4,1.95,12.4,,15.34,0.19,13.4,12.27,1.17,0.44,0.15,,,,,,1.48,59,80,580,,,310,6,816,230,174
2,23,70,41.4,2.8,13.04,4.84,10.05,0.09,10.32,10.2,3.15,1.26,0.55,,,,,,,,,,,,,,,,
40,23,70,41.4,2.8,13.04,4.84,10.05,0.09,10.32,10.2,3.15,1.26,0.55,,,,,,,,,,,,,,,,
r284a-32,24.75,72.75,41.4,3.93,15.18,16.43,,0.25,6.32,9.2,1.84,3.49,0.8,,,,,,1.12,,,,,,,,,,
r-393,13.9958,76.2789,41.41,0.1,1.46,6.06,,0.08,38.86,0.11,,,0.02,,,0.05,,,11.31,0,,,,,,,,,
li-2,13.6954,75.6381,41.41,0.13,3.1,12.64,,0.14,35.8,4.14,0.06,0.02,0.02,,,,,,1.3,7.7,104,2411,0.06,,2034,0.5,3,73,4.1
ftp-11,14.5292,77.3083,41.42,1.14,4.25,8.92,,0.14,27.85,7.5,0.44,0.99,0.38,,,,,,7.55,1207,73,1090,,,1000,96,576,119,109
yd1,18.3,72.88,41.43,4.23,9.37,14.46,,0.39,9.06,11.28,2.77,1.66,0.9,,,,,,4.21,2398,65,506,30,,185,43,960,302,499
ck-1,23.25,69.5,41.44,3.65,12.25,,14.33,0.19,11.52,11.45,2.6,1.54,0.44,,,,,,1.79,,,,,,,,,,
vb215,14.17,78.41111111,41.46,0.14,3.02,9.65,,0.165,30.12,4.12,0.01,,0.02,,,,,,11.34,50,,3220,,,1560,,23,77,13
6,13.98,76.3,41.46,0.17,3.22,7.38,3.38,0.16,31.39,3.03,0.3,0.1,0.09,,,,,,,,116,812,,,1240,,,29,
beh-4/56,20.2137,82.2032,41.47,1.26,5.17,,7.86,0.14,22.23,6.86,0.77,2.6,0.59,,0.1,,0.16,0.004,9.15,8177,55,1147,,,885,197,1133,46,262
yd5,18.3,72.88,41.48,4.17,9.1,14.82,,0.39,9.41,10.91,2.28,2.1,0.9,,,,,,4.42,1802,53,365,30,,194,57,1145,233,497
5,13.085,76.415,41.5,0.2,5.35,2.41,4.92,0.08,30.56,4.88,0.83,,0.05,,,,,,7.72,,59,1875,,,658,22,47,,
grv13,24.4,73.5,41.5,1.75,12.6,,15.54,0.18,12.2,11.64,1.83,0.5,0.28,,,,,,1.16,,,530,,,260,,,200,128
r-856,13.9958,76.2789,41.51,0.13,2,7.82,,0.09,36.52,0.21,,,0.01,,,,,,11.19,0,,,,,,,,,
ddh-007,18.75,73.15,41.51,5.51,7.82,,16.47,0.36,11.4,12.76,1.75,1.72,0.71,,,,,,,830,,694,,,235,71,1184,331,360
4,23,70,41.52,2.6,16.8,7.4,4.1,0.05,5.98,10.18,3.8,2.07,0.83,,,,,,,,,,,,,,,,
n85,23,70,41.52,2.6,16.8,7.4,4.1,0.05,5.98,10.18,3.8,2.07,0.83,,,,,,,,,,,,,,,,
sa- 12,11.22969444,78.47666667,41.53,0.16,28.33,3.02,,0.06,9.79,16.24,0.81,0.05,0,,,,,,0.95,21.26,74.4,6826.34,0.02,,162.96,0.71,119.53,223.26,3.51
kj-225,13,76,41.55,0.18,7.2,9.85,,0.15,30.4,4.3,0.34,,0.28,,,,,,5,,84,2365,,,1170,,,104,
bs-3,13.3,76.7,41.55,0.23,2.63,7.13,,0.1,42.41,1.68,0.01,0.01,0.02,,,,,,4.9,5,,1614,,,2619,0.9,18,84,5
beh-4/47,20.2137,82.2032,41.56,0.97,4.63,,6.79,0.1,22.13,5.15,0.62,1.79,0.57,,0.23,,0.12,0.004,14.56,1413,58,1121,,,956,69,778,78,184
ck-10,23.25,69.5,41.57,3.21,11.99,,15.08,0.2,12.09,10.21,2.05,1.41,0.38,,,,,,2.39,,,,,,,,,,
kb/11a/83,23.27,69.67,41.575,2.95,12.67,2.035,10.395,0.22,13.56,11.81,2.26,1.145,0.615,,,,,,,,,,,,,,,,
g2,24.4,73.5,41.6,0.09,3.6,,7.96,0.07,39.6,0.12,,,,,,,,,9.02,,136,1452,,,1159,,,78,
10,13.085,76.415,41.6,0.31,5.03,2.21,6.64,0.14,31.12,4.71,0.9,0.01,0.08,,,,,,6,,67,1493,,,663,20,56,,
grv09,24.4,73.5,41.6,1.81,12.5,,14.36,0.17,13.3,11.01,1.34,0.48,0.18,,,,,,1.86,,,300,,,83,,,300,133
5,13.98,76.3,41.61,0.19,3.52,7.18,3.5,0.09,31.12,2.47,0.3,0.1,0.08,,,,,,,,144,835,,,1240,,,,
b28,25.04333333,79.18333333,41.63,0.67,11.24,9.6,,0.14,22.59,9.52,1.41,0.21,0.07,,,,,,2.8,60.16,66.32,438.48,4.05,,357.28,6.43,11.73,141.41,8.75
8,13.98,76.3,41.64,0.21,3.29,7.99,3.54,0.18,32,1.06,0.3,0.1,0.14,,,,,,,,105,775,,,1200,,,14,
sa- 14,11.22969444,78.47666667,41.7,0.08,30.56,1.12,,0.01,4.77,20.81,0.9,0.04,0.01,,,,,,1.21,19.29,19.77,34.28,0.02,,33.23,0.45,195.66,76,3.82
140,22,74.08,41.7,0.84,13.3,7.66,2,0.16,2.65,12.6,4.85,3.05,0.45,7.4,,,,,,,16,6,,,4,61,2409,,456
1266,22,74.08,41.7,0.92,15.38,3.36,3,0.28,0.06,18.03,4.65,0.52,1.2,9.36,,,,,1.1,1050,7,30,,,,,2213,225,400
grv32,24.4,73.5,41.7,1.69,12.8,,14.43,0.19,12.2,12.74,1.51,0.37,0.17,,,,,,1.53,,,480,,,230,,,260,143
kj-220,13,76,41.71,0.18,6.01,10.33,,0.17,30.33,5.7,0.4,0.03,0.22,,,,,,4.3,,83,2495,,,1191,,,135,
21,22,74.08,41.75,1.07,10.81,,14.4,0.56,9.49,5.55,0.57,8.33,1.27,3.1,,,,,3.4,821,,1119,,,,566,560,,370
ba5,24.4,73.5,41.8,1,11.8,,10.05,0.18,8.3,11.89,1.99,0.26,0.14,,,,,,1.98,,52,325,,,160,,115,304,71
bhs-39,20.21513889,82.20175,41.8,1.14,4.48,7.54,,0.13,25.5,7.01,0.74,2.18,0.424,,,,,,8.49,2260,56,490,,,945,133,1010,54,207
bs-2,13.3,76.7,41.81,0.24,2.15,8.03,,0.14,41.19,2.01,0.02,0.01,0.02,,,,,,5.16,3.4,,1803,,,2361,1.1,11,105,5.4
beh-2/35,20.2137,82.2032,41.82,1.03,4.36,,6.86,0.12,22.54,5.96,0.71,1.56,0.22,,0.24,,0.13,0.007,13.63,1532,65,1254,,,979,70,851,57,209
2,18.3,72.88,41.85,3.96,8.4,7.7,6.99,0.33,9.92,12.21,2.19,1.35,0.78,,,,,,,1440,85,45,,,175,85,1100,285,
4,22,74.08,41.88,0.38,6,8.18,1.4,0.31,3.48,16.9,6,2.75,1,9,,,,,,,,,,,,,,,
r328a-37,24.75,72.75,41.88,3.2,15.37,17.32,,0.26,6.31,9.22,1.63,3,1.09,,,,,,1.26,,,,,,,,,,
b10/1,13.25,76.67,41.9,0.19,6.76,7.57,,0.13,24.46,5.62,0.16,0.06,,,,,,,10.25,8.46,86,3942,,,1085,0.55,5.98,138,1.7
2,22.045,74.125,41.9,0.46,14.37,6.91,8.2,,9.2,12.72,1.94,0.73,,2.1,,,,,,,,,,,,,,,
vs-3,16.81305556,80.14861111,41.9,4.96,7.07,13.7,,0.17,15.1,10.6,0.06,0.3,1.4,,,,,,5.6,316,80.5,495,0.7,,410,23.2,1046,237,858
vs-3,16.8131,80.1486,41.9,4.96,7.07,13.7,,0.17,15.1,10.6,0.06,0.3,1.4,,,,,,5.6,316,80.5,495,0.7,,410,23.2,1046,237,858
sa- 18,11.22969444,78.47666667,41.93,0.06,29.19,0.81,,0.01,4.57,20.3,1.09,0.04,0,,,,,,2.37,15.73,15.38,30.56,0.01,,29.76,0.33,196.57,70.05,2.95
li-10,13.6954,75.6381,41.94,0.22,11.53,10.78,,0.11,28.42,3.95,0.15,0.01,0.03,,,,,,3.5,6.4,63,1536,0.03,,509,0.7,21.7,165,11.1
nh-1,13.125,76.415,41.94,0.46,4.84,10.04,,0.18,32.98,3.11,0.13,0.02,0.02,,,,,,6.72,9,,2702,,,1960,0.9,35,160,27
beh3/84,20.2137,82.2032,41.94,1.16,5.49,7.47,,0.1,20.76,5.19,0.64,2.47,0.6,,0.23,,0.28,0.01,12.86,2349,60,861,,,732,132,933,53,248
beh3/84,20.21366667,82.20316667,41.94,1.16,5.49,7.47,,0.1,20.76,5.19,0.64,2.47,0.6,,0.23,,,,12.86,2349,60,861,,,732,132,933,53,248
beh-3/84,20.2137,82.2032,41.94,1.16,5.49,,7.47,0.1,20.76,5.19,0.64,2.47,0.6,,0.23,,0.28,0.003,12.86,2349,60,861,,,732,132,933,53,248
x116/h1/37,16.83,77.11,41.94,3.69,4.01,11.01,,0.11,18.77,10,,0.12,0.82,1.35,,,,,,318.5,76.4,1100.5,1.4,122.6,775.8,5.4,672.7,240.7,306.5
x116/h1/37,16.8267,77.11,41.94,3.69,4.01,11.01,,0.11,18.77,10.48995409,,0.12,0.82,1.35,,0.03,,,,313.74315,77.2103,1190.234,0.713,122.6177,802.9123,5.7685,699.1208239,235.84925,309.2256
sa- 27,11.22969444,78.47666667,41.95,0.06,29.72,0.54,,0.01,3.87,20.75,1.05,0.04,0.01,,,,,,3.02,20.53,11,29.07,0.02,,26,0.34,245.47,61.15,4.86
bh38,23.3,70,41.95,2.68,10.77,15.23,,0.17,13.53,9.83,3.11,0.89,0.5,,,,,,,468.7,82.7,558.3,0.932,,360.8,29.207,945.4,293.6,234.3
an-2,18.25,83.05,41.96,0.51,11.54,4.5,,0.06,8.4,19.6,0.15,0.36,0.08,,,1.86,,,10.22,196,4,32,,,33,,151,55,30
na,23.3,69.5,41.97,2.49,12.23,3.89,8.3,0.18,12.23,11.79,3.2,0.88,0.53,0.15,,,,,,663,62,653,0.65,5.58,301,24,654,300,181
kj-223,13,76,41.98,0.19,7.06,10.32,,0.15,29.92,5,0.39,0.03,0.28,,,,,,3.3,,82,2530,,,1155,,,125,
13,22,74.08,41.98,0.26,4.59,3.84,1.16,0.15,3.49,22.9,1.63,3.83,0.37,12.4,,,,,,,,,,,,,,,
bh19.3,23.27,69.67,41.98,3.55,7.46,13.87,,0.15,14.55,10.1,3.1,0.83,1.01,,,,,,,1652,78.8,429.785,3.323,,386.6,55.617,711.9,233,308.5
1/fkcr,20.1883,82.2417,41.99,1.39,5.2,9.27,,0.15,24.41,9.16,0.76,1.6,0.42,,,,,,2.94,,97,0,,,,,,,
